ProductName,CustomerID,Date,Region,Latitude,Longitude,Price,Segment
Opp-000026,Acct-000944,7/6/2016,Dallas,32.8970767,-96.9829687,32281.8,Telecommunications
Opp-000027,Acct-000116,7/6/2016,Denver,39.587387299999996,-104.876543,17332.0,Telecommunications
Opp-000028,Acct-000036,7/6/2016,Atlanta,33.755431,-84.391561,11993.5,Telecommunications
Opp-000029,Acct-000141,7/6/2016,Dallas,32.800805,-96.819612,26388.0,IT Infrastructure
Opp-000029,Acct-000141,7/6/2016,Atlanta,33.787690000000005,-84.38296899999997,14786.8,IT Infrastructure
Opp-000029,Acct-000141,7/6/2016,Dallas,33.07242,-96.82369,18886.8,IT Infrastructure
Opp-000030,Acct-000038,7/6/2016,Denver,39.591309100000004,-104.8470746,23416.45,Media & Content
Opp-000031,Acct-000448,7/6/2016,Denver,39.745216,-104.989305,16805.05,Telecommunications
Opp-000032,Acct-001020,7/6/2016,Atlanta,33.74426500000001,-84.581427,18223.6,Healthcare
Opp-000033,Acct-000409,7/6/2016,Dallas,32.800805,-96.819612,26388.0,Professional Services
Opp-000034,Acct-000382,7/6/2016,Denver,39.777368,-104.968254,23515.0,Media & Content
Opp-000035,Acct-000604,7/6/2016,Atlanta,33.7775391,-84.42146109999999,22945.84,Finance
Opp-000035,Acct-000604,7/6/2016,Atlanta,33.9381625,-84.2267439,66587.68,Finance
Opp-000036,Acct-000035,7/6/2016,Denver,39.74556,-104.995682,16742.05,Telecommunications
Opp-000037,Acct-000949,7/6/2016,Dallas,33.064858,-96.81099300000001,25377.25,IT Infrastructure
Opp-000038,Acct-000579,7/7/2016,Denver,39.74519179999999,-104.9792774,16004.5,Telecommunications
Opp-000039,Acct-000340,7/7/2016,Atlanta,33.657159,-84.415204,14613.7,unknown
Opp-000039,Acct-000340,7/7/2016,Atlanta,33.9274748,-84.1849962,13660.6,unknown
Opp-000040,Acct-000340,7/7/2016,Atlanta,33.657159,-84.415204,14613.7,unknown
Opp-000040,Acct-000340,7/7/2016,Atlanta,33.9260138,-84.32682690000001,86052.88,unknown
Opp-000041,Acct-000340,7/7/2016,Atlanta,33.880008000000004,-84.45719799999998,17194.9,unknown
Opp-000041,Acct-000340,7/7/2016,Atlanta,33.9274748,-84.1849962,13660.6,unknown
Opp-000042,Acct-000324,7/7/2016,Dallas,32.807183,-96.868566,29854.8,Telecommunications
Opp-000043,Acct-000324,7/7/2016,Dallas,32.800805,-96.819612,26388.0,Telecommunications
Opp-000044,Acct-001020,7/7/2016,Atlanta,33.74426500000001,-84.581427,18223.6,Healthcare
Opp-000045,Acct-000002,7/7/2016,Dallas,32.800805,-96.819612,26388.0,Telecommunications
Opp-000046,Acct-000002,7/7/2016,Dallas,32.800805,-96.819612,26388.0,Telecommunications
Opp-000046,Acct-000002,7/7/2016,Dallas,32.787255,-96.79411800000001,15880.2,Telecommunications
Opp-000047,Acct-001121,7/7/2016,Atlanta,33.849889000000005,-84.363949,15453.4,Professional Services
Opp-000048,Acct-000948,7/7/2016,Dallas,32.800805,-96.819612,26388.0,Energy
Opp-000049,Acct-000545,7/7/2016,Dallas,32.778334,-96.79855,16808.4,Telecommunications
Opp-000050,Acct-000341,7/7/2016,Dallas,32.787255,-96.79411800000001,15880.2,Telecommunications
Opp-000051,Acct-000579,7/7/2016,Denver,39.74519179999999,-104.9792774,16004.5,Telecommunications
Opp-000052,Acct-000341,7/7/2016,Dallas,32.787255,-96.79411800000001,15880.2,Telecommunications
Opp-000053,Acct-000036,7/7/2016,Dallas,32.89366,-96.96595400000001,30980.25,Telecommunications
Opp-000054,Acct-000948,7/7/2016,Dallas,32.800805,-96.819612,26388.0,Energy
Opp-000055,Acct-000293,7/7/2016,Atlanta,33.755431,-84.391561,11993.5,Media & Content
Opp-000055,Acct-000293,7/7/2016,Dallas,32.800805,-96.819612,26388.0,Media & Content
Opp-000055,Acct-000293,7/7/2016,Atlanta,33.729225,-84.420197,11720.8,Media & Content
Opp-000056,Acct-000246,7/7/2016,Dallas,32.9301381,-97.1042919,23587.8,IT Infrastructure
Opp-000057,Acct-000948,7/7/2016,Dallas,32.800805,-96.819612,26388.0,Energy
Opp-000058,Acct-000025,7/8/2016,Atlanta,33.953309000000004,-84.521827,11083.3,Telecommunications
Opp-000059,Acct-000025,7/8/2016,Atlanta,34.034958,-84.572221,11627.8,Telecommunications
Opp-000060,Acct-000273,7/7/2016,Dallas,32.749437,-97.1162988,25341.6,Telecommunications
Opp-000061,Acct-000948,7/8/2016,Dallas,32.800805,-96.819612,26388.0,Energy
Opp-000062,Acct-000958,7/8/2016,Denver,39.680732,-104.937182,27665.8,Professional Services
Opp-000063,Acct-000948,7/8/2016,Dallas,32.800805,-96.819612,26388.0,Energy
Opp-000064,Acct-000545,7/8/2016,Dallas,32.7474538,-97.0409166,38507.25,Telecommunications
Opp-000065,Acct-000333,7/8/2016,Atlanta,33.755431,-84.391561,11993.5,Finance
Opp-000065,Acct-000333,7/8/2016,Dallas,32.800805,-96.819612,26388.0,Finance
Opp-000066,Acct-000286,7/8/2016,Dallas,32.800805,-96.819612,26388.0,Telecommunications
Opp-000067,Acct-000286,7/8/2016,Dallas,32.800805,-96.819612,26388.0,Telecommunications
Opp-000068,Acct-000408,7/8/2016,Dallas,32.8217917,-96.87364509999999,33097.8,Professional Services
Opp-000069,Acct-001122,7/8/2016,Atlanta,33.755431,-84.391561,11993.5,Media & Content
Opp-000070,Acct-000038,7/8/2016,Atlanta,34.035421299999996,-84.0608807,21243.7,Media & Content
Opp-000070,Acct-000038,7/8/2016,Atlanta,33.974537,-84.014576,444202.96,Media & Content
Opp-000071,Acct-001123,7/8/2016,Dallas,32.800805,-96.819612,26388.0,IT Infrastructure
Opp-000072,Acct-000178,7/8/2016,Denver,39.6172796,-104.8997303,18408.4,Telecommunications
Opp-000073,Acct-000004,7/8/2016,Denver,39.745214000000004,-104.996223,19092.4,Telecommunications
Opp-000074,Acct-000167,7/8/2016,Denver,39.74556,-104.995682,16742.05,Telecommunications
Opp-000075,Acct-000004,7/8/2016,Denver,39.745214000000004,-104.996223,19092.4,Telecommunications
Opp-000076,Acct-000004,7/8/2016,Denver,39.745214000000004,-104.996223,19092.4,Telecommunications
Opp-000077,Acct-000004,7/8/2016,Denver,39.745214000000004,-104.996223,19092.4,Telecommunications
Opp-000078,Acct-000004,7/8/2016,Denver,39.745214000000004,-104.996223,19092.4,Telecommunications
Opp-000079,Acct-000957,7/8/2016,Dallas,32.871478,-96.943924,30959.4,Finance
Opp-000080,Acct-000004,7/8/2016,Denver,39.745214000000004,-104.996223,19092.4,Telecommunications
Opp-000081,Acct-000004,7/8/2016,Denver,39.745214000000004,-104.996223,19092.4,Telecommunications
Opp-000082,Acct-000004,7/8/2016,Denver,39.745214000000004,-104.996223,19092.4,Telecommunications
Opp-000083,Acct-000019,7/9/2016,Dallas,32.800805,-96.819612,26388.0,Telecommunications
Opp-000084,Acct-001046,7/9/2016,Dallas,32.994824,-96.752465,38197.2,Finance
Opp-000085,Acct-000955,7/11/2016,Denver,39.74556,-104.995682,16742.05,Telecommunications
Opp-000086,Acct-000043,7/11/2016,Atlanta,34.035421299999996,-84.0608807,21243.7,IT Infrastructure
Opp-000087,Acct-000820,7/11/2016,Denver,39.5643596,-104.86654820000001,16752.85,Healthcare
Opp-000087,Acct-000820,7/11/2016,Atlanta,33.73383920000001,-84.4256845,18920.2,Healthcare
Opp-000088,Acct-000442,7/11/2016,Dallas,32.7813744,-96.78086970000001,21618.6,IT Infrastructure
Opp-000088,Acct-000442,7/11/2016,Dallas,32.791441,-96.816037,26036.0,IT Infrastructure
Opp-000089,Acct-000442,7/11/2016,Dallas,32.790442,-96.810159,31179.25,IT Infrastructure
Opp-000089,Acct-000442,7/11/2016,Dallas,32.791441,-96.816037,26036.0,IT Infrastructure
Opp-000090,Acct-000507,7/11/2016,Denver,39.74556,-104.995682,16742.05,Telecommunications
Opp-000091,Acct-000106,7/11/2016,Atlanta,33.758884,-84.38769,35325.28,IT Infrastructure
Opp-000092,Acct-000948,7/11/2016,Dallas,32.800805,-96.819612,26388.0,Energy
Opp-000093,Acct-000036,7/11/2016,Denver,39.74805300000001,-104.905603,20410.9,Telecommunications
Opp-000094,Acct-000169,7/11/2016,Denver,39.74556,-104.995682,16742.05,Professional Services
Opp-000094,Acct-000169,7/11/2016,Denver,39.807434,-104.987669,31283.8,Professional Services
Opp-000095,Acct-000169,7/11/2016,Denver,39.74556,-104.995682,16742.05,Professional Services
Opp-000096,Acct-000072,7/11/2016,Dallas,32.7914713,-96.8037103,41563.2,Telecommunications
Opp-000097,Acct-001124,7/11/2016,Denver,39.74576,-104.994423,15631.0,Other Industry
Opp-000097,Acct-001124,7/11/2016,Denver,39.660965999999995,-104.850001,32551.9,Other Industry
Opp-000098,Acct-001011,7/11/2016,Denver,39.7203203,-104.9525594,63755.8,Professional Services
Opp-000098,Acct-001011,7/11/2016,Denver,39.7595915,-104.99932140000001,76983.1,Professional Services
Opp-000098,Acct-001011,7/11/2016,Denver,39.746164,-104.98174399999999,12448.6,Professional Services
Opp-000099,Acct-000449,7/12/2016,Dallas,32.966302,-96.715742,31162.2,Media & Content
Opp-000100,Acct-001016,7/12/2016,Dallas,32.787255,-96.79411800000001,15880.2,Media & Content
Opp-000101,Acct-000063,7/12/2016,Dallas,32.8078387,-96.85769920000001,29809.8,unknown
Opp-000102,Acct-000056,7/12/2016,Dallas,32.999934,-96.686704,27324.6,Finance
Opp-000102,Acct-000056,7/12/2016,Dallas,32.830009999999994,-97.04868,17119.8,Finance
Opp-000103,Acct-000056,7/12/2016,Dallas,32.999934,-96.686704,27324.6,Finance
Opp-000103,Acct-000056,7/12/2016,Dallas,32.82278,-97.04903,15781.2,Finance
Opp-000104,Acct-000439,7/12/2016,Dallas,32.800805,-96.819612,26388.0,Media & Content
Opp-000105,Acct-000968,7/12/2016,Dallas,32.8084087,-96.85716500000001,19056.6,Telecommunications
Opp-000106,Acct-000036,7/12/2016,Denver,39.74556,-104.995682,16742.05,Telecommunications
Opp-000107,Acct-000312,7/12/2016,Denver,39.762776,-104.762111,35775.1,IT Infrastructure
Opp-000108,Acct-000038,7/12/2016,Atlanta,33.7871,-84.637461,245055.52,Media & Content
Opp-000108,Acct-000038,7/12/2016,Atlanta,33.785759999999996,-84.63404,10000.0,Media & Content
Opp-000108,Acct-000038,7/12/2016,Atlanta,33.888726,-84.194918,262938.16,Media & Content
Opp-000108,Acct-000038,7/12/2016,Atlanta,33.966103000000004,-84.066763,146433.28,Media & Content
Opp-000109,Acct-001125,7/12/2016,Dallas,32.92630250000001,-96.9852418,28130.4,Professional Services
Opp-000110,Acct-000013,7/12/2016,Atlanta,33.5896154,-84.5145239,21914.5,Telecommunications
Opp-000110,Acct-000013,7/12/2016,Atlanta,33.7279946,-84.4178833,13539.1,Telecommunications
Opp-000111,Acct-000002,7/12/2016,Atlanta,33.758884,-84.38769,35325.28,Telecommunications
Opp-000112,Acct-000002,7/13/2016,Dallas,32.7974974,-96.7800473,25227.0,Telecommunications
Opp-000112,Acct-000002,7/13/2016,Dallas,32.8217917,-96.87364509999999,33097.8,Telecommunications
Opp-000113,Acct-000002,7/13/2016,Dallas,32.7974974,-96.7800473,25227.0,Telecommunications
Opp-000113,Acct-000002,7/13/2016,Dallas,32.8217917,-96.87364509999999,33097.8,Telecommunications
Opp-000114,Acct-001126,7/13/2016,Dallas,33.376457,-96.5426093,12000.0,Telecommunications
Opp-000115,Acct-000224,7/14/2016,Denver,39.61318729999999,-104.8896581,17922.4,Telecommunications
Opp-000116,Acct-000497,7/13/2016,Denver,39.910329,-105.1495832,44939.5,Media & Content
Opp-000117,Acct-000013,7/13/2016,Denver,39.559450700000006,-104.831897,22965.55,Telecommunications
Opp-000118,Acct-000699,7/13/2016,Atlanta,34.041733,-84.6056888,10000.0,Professional Services
Opp-000119,Acct-000009,7/14/2016,Dallas,32.787255,-96.79411800000001,15880.2,Telecommunications
Opp-000119,Acct-000009,7/14/2016,Dallas,32.992076000000004,-96.930441,27768.5,Telecommunications
Opp-000120,Acct-000971,7/14/2016,Atlanta,33.755431,-84.391561,11993.5,Professional Services
Opp-000120,Acct-000971,7/14/2016,Atlanta,34.063368,-84.272632,61306.72,Professional Services
Opp-000121,Acct-000971,7/14/2016,Atlanta,34.063368,-84.272632,61306.72,Professional Services
Opp-000121,Acct-000971,7/14/2016,Atlanta,34.097095,-84.245812,18890.2,Professional Services
Opp-000122,Acct-000971,7/14/2016,Atlanta,34.097095,-84.245812,18890.2,Professional Services
Opp-000122,Acct-000971,7/14/2016,Atlanta,33.74426500000001,-84.581427,18223.6,Professional Services
Opp-000123,Acct-000971,7/14/2016,Atlanta,34.097095,-84.245812,18890.2,Professional Services
Opp-000123,Acct-000971,7/14/2016,Atlanta,33.74426500000001,-84.581427,18223.6,Professional Services
Opp-000124,Acct-000009,7/14/2016,Dallas,33.005724,-96.73684300000001,28436.5,Telecommunications
Opp-000125,Acct-000009,7/14/2016,Dallas,33.005724,-96.73684300000001,28436.5,Telecommunications
Opp-000126,Acct-000188,7/14/2016,Atlanta,33.7616219,-84.3911416,18401.8,Transportation & Logistics
Opp-000127,Acct-000143,7/14/2016,Dallas,32.8879831,-96.94004609999999,25387.5,Professional Services
Opp-000127,Acct-000143,7/14/2016,Dallas,32.782501,-96.796669,22948.2,Professional Services
Opp-000128,Acct-000067,7/14/2016,Dallas,32.800805,-96.819612,26388.0,Telecommunications
Opp-000129,Acct-000970,7/14/2016,Dallas,32.992076000000004,-96.930441,27768.5,Healthcare
Opp-000129,Acct-000970,7/14/2016,Dallas,32.812638,-96.838048,52993.0,Healthcare
Opp-000130,Acct-000973,7/14/2016,Atlanta,33.755431,-84.391561,11993.5,IT Infrastructure
Opp-000130,Acct-000973,7/14/2016,Atlanta,33.831659,-84.3401577,10730.2,IT Infrastructure
Opp-000131,Acct-001127,7/14/2016,Denver,39.5643596,-104.86654820000001,16752.85,Other Industry
Opp-000131,Acct-001127,7/14/2016,Denver,39.538368,-104.946279,59402.5,Other Industry
Opp-000132,Acct-000424,7/14/2016,Dallas,32.994824,-96.752465,38197.2,Finance
Opp-000133,Acct-000424,7/14/2016,Dallas,32.994824,-96.752465,38197.2,Finance
Opp-000134,Acct-000346,7/14/2016,Denver,39.74556,-104.995682,16742.05,Telecommunications
Opp-000134,Acct-000346,7/14/2016,Denver,39.660965999999995,-104.850001,32551.9,Telecommunications
Opp-000135,Acct-000768,7/14/2016,Atlanta,33.7775391,-84.42146109999999,22945.84,Media & Content
Opp-000136,Acct-000768,7/14/2016,Atlanta,33.7775391,-84.42146109999999,22945.84,Media & Content
Opp-000137,Acct-000094,7/14/2016,Denver,39.5500631,-105.03425790000001,74981.5,Telecommunications
Opp-000138,Acct-000094,7/14/2016,Denver,39.5500631,-105.03425790000001,74981.5,Telecommunications
Opp-000139,Acct-000039,7/14/2016,Denver,39.745886,-104.97949960000001,17038.15,Media & Content
Opp-000139,Acct-000039,7/14/2016,Denver,39.562332,-104.82681,26468.35,Media & Content
Opp-000140,Acct-000039,7/14/2016,Denver,39.745886,-104.97949960000001,17038.15,Media & Content
Opp-000140,Acct-000039,7/14/2016,Denver,39.60038400000001,-104.891084,32845.0,Media & Content
Opp-000141,Acct-000768,7/14/2016,Atlanta,33.7775391,-84.42146109999999,22945.84,Media & Content
Opp-000142,Acct-000768,7/14/2016,Atlanta,33.7775391,-84.42146109999999,22945.84,Media & Content
Opp-000143,Acct-000768,7/14/2016,Atlanta,33.7775391,-84.42146109999999,22945.84,Media & Content
Opp-000144,Acct-000768,7/14/2016,Atlanta,33.7775391,-84.42146109999999,22945.84,Media & Content
Opp-000145,Acct-000002,7/15/2016,Denver,39.750939,-104.996504,26886.4,Telecommunications
Opp-000146,Acct-000004,7/15/2016,Denver,39.745214000000004,-104.996223,19092.4,Telecommunications
Opp-000147,Acct-000004,7/15/2016,Denver,39.745214000000004,-104.996223,19092.4,Telecommunications
Opp-000148,Acct-000004,7/15/2016,Denver,39.745214000000004,-104.996223,19092.4,Telecommunications
Opp-000149,Acct-000004,7/15/2016,Denver,39.745214000000004,-104.996223,19092.4,Telecommunications
Opp-000150,Acct-000004,7/15/2016,Denver,39.745214000000004,-104.996223,19092.4,Telecommunications
Opp-000151,Acct-000255,7/15/2016,Dallas,32.807183,-96.868566,29854.8,Professional Services
Opp-000151,Acct-000255,7/15/2016,Dallas,32.800805,-96.819612,26388.0,Professional Services
Opp-000152,Acct-000004,7/15/2016,Denver,39.745214000000004,-104.996223,19092.4,Telecommunications
Opp-000153,Acct-000768,7/15/2016,Atlanta,33.7775391,-84.42146109999999,22945.84,Media & Content
Opp-000154,Acct-000777,7/15/2016,Denver,39.6313432,-104.9019738,48791.5,Other Industry
Opp-000155,Acct-000768,7/15/2016,Atlanta,33.7775391,-84.42146109999999,22945.84,Media & Content
Opp-000156,Acct-000995,7/15/2016,Dallas,32.98445,-96.75721390000001,241505.5,Media & Content
Opp-000156,Acct-000995,7/15/2016,Dallas,32.992076000000004,-96.930441,27768.5,Media & Content
Opp-000157,Acct-000013,7/15/2016,Atlanta,33.74426500000001,-84.581427,18223.6,Telecommunications
Opp-000158,Acct-000995,7/15/2016,Dallas,32.98445,-96.75721390000001,241505.5,Media & Content
Opp-000159,Acct-000995,7/15/2016,Dallas,32.98445,-96.75721390000001,241505.5,Media & Content
Opp-000159,Acct-000995,7/15/2016,Dallas,32.992076000000004,-96.930441,27768.5,Media & Content
Opp-000160,Acct-000153,7/15/2016,Dallas,32.800805,-96.819612,26388.0,Telecommunications
Opp-000161,Acct-000953,7/15/2016,Dallas,33.064858,-96.81099300000001,25377.25,Telecommunications
Opp-000162,Acct-000002,7/15/2016,Denver,39.587387299999996,-104.876543,17332.0,Telecommunications
Opp-000163,Acct-001128,7/15/2016,Denver,39.820293,-104.98743300000001,90328.3,Healthcare
Opp-000164,Acct-000004,7/15/2016,Denver,39.745214000000004,-104.996223,19092.4,Telecommunications
Opp-000165,Acct-000004,7/15/2016,Denver,39.745214000000004,-104.996223,19092.4,Telecommunications
Opp-000166,Acct-000004,7/15/2016,Denver,39.745214000000004,-104.996223,19092.4,Telecommunications
Opp-000167,Acct-000255,7/15/2016,Dallas,32.807183,-96.868566,29854.8,Professional Services
Opp-000168,Acct-000255,7/15/2016,Dallas,32.807183,-96.868566,29854.8,Professional Services
Opp-000169,Acct-000255,7/15/2016,Dallas,32.807183,-96.868566,29854.8,Professional Services
Opp-000170,Acct-000229,7/16/2016,Atlanta,33.7616219,-84.3911416,18401.8,Healthcare
Opp-000171,Acct-000963,7/16/2016,Atlanta,33.758884,-84.38769,35325.28,Telecommunications
Opp-000172,Acct-000963,7/16/2016,Atlanta,33.758884,-84.38769,35325.28,Telecommunications
Opp-000173,Acct-000102,7/16/2016,Dallas,32.98445,-96.75721390000001,241505.5,IT Infrastructure
Opp-000173,Acct-000102,7/16/2016,Dallas,32.800805,-96.819612,26388.0,IT Infrastructure
Opp-000173,Acct-000102,7/16/2016,Dallas,32.992076000000004,-96.930441,27768.5,IT Infrastructure
Opp-000174,Acct-000070,7/17/2016,Atlanta,33.73383920000001,-84.4256845,18920.2,Media & Content
Opp-000175,Acct-001129,7/17/2016,Dallas,32.785540000000005,-96.78458,25458.0,Media & Content
Opp-000176,Acct-001129,7/17/2016,Dallas,32.800805,-96.819612,26388.0,Media & Content
Opp-000176,Acct-001129,7/17/2016,Dallas,32.785540000000005,-96.78458,25458.0,Media & Content
Opp-000177,Acct-000303,7/18/2016,Dallas,32.8970767,-96.9829687,32281.8,Telecommunications
Opp-000178,Acct-000533,7/18/2016,Dallas,32.992076000000004,-96.930441,27768.5,Telecommunications
Opp-000179,Acct-000977,7/18/2016,Atlanta,33.8978637,-84.461113,18074.8,Professional Services
Opp-000180,Acct-000102,7/18/2016,Dallas,32.98445,-96.75721390000001,241505.5,IT Infrastructure
Opp-000180,Acct-000102,7/18/2016,Dallas,32.992076000000004,-96.930441,27768.5,IT Infrastructure
Opp-000181,Acct-000002,7/18/2016,Dallas,32.992076000000004,-96.930441,27768.5,Telecommunications
Opp-000182,Acct-000043,7/18/2016,Dallas,32.8970767,-96.9829687,32281.8,IT Infrastructure
Opp-000183,Acct-000043,7/18/2016,Dallas,32.8970767,-96.9829687,32281.8,IT Infrastructure
Opp-000184,Acct-000019,7/18/2016,Dallas,32.95474,-96.82361,37143.6,Telecommunications
Opp-000185,Acct-000009,7/18/2016,Denver,39.762842,-104.982052,18722.05,Telecommunications
Opp-000185,Acct-000009,7/18/2016,Denver,39.787214299999995,-104.90975759999999,51274.6,Telecommunications
Opp-000186,Acct-000332,7/18/2016,Atlanta,33.7559351,-84.3908998,13325.5,Telecommunications
Opp-000187,Acct-000009,7/18/2016,Dallas,32.800805,-96.819612,26388.0,Telecommunications
Opp-000187,Acct-000009,7/18/2016,Dallas,33.005724,-96.73684300000001,28436.5,Telecommunications
Opp-000188,Acct-000002,7/18/2016,Dallas,32.7974974,-96.7800473,25227.0,Telecommunications
Opp-000189,Acct-000976,7/18/2016,Denver,39.591309100000004,-104.8470746,23416.45,IT Infrastructure
Opp-000190,Acct-000002,7/18/2016,Dallas,32.7974974,-96.7800473,25227.0,Telecommunications
Opp-000191,Acct-000091,7/18/2016,Atlanta,33.755431,-84.391561,11993.5,Telecommunications
Opp-000191,Acct-000091,7/18/2016,Dallas,32.787255,-96.79411800000001,15880.2,Telecommunications
Opp-000192,Acct-001130,7/19/2016,Dallas,32.800805,-96.819612,26388.0,Professional Services
Opp-000193,Acct-000004,7/19/2016,Denver,39.7682211,-104.9770117,14180.2,Telecommunications
Opp-000194,Acct-001031,7/19/2016,Dallas,32.7548896,-97.3354118,30576.6,Government
Opp-000195,Acct-000102,7/19/2016,Dallas,32.992076000000004,-96.930441,27768.5,IT Infrastructure
Opp-000196,Acct-000002,7/19/2016,Dallas,32.7974974,-96.7800473,25227.0,Telecommunications
Opp-000197,Acct-000053,7/19/2016,Atlanta,33.633246,-84.383297,15344.5,Telecommunications
Opp-000197,Acct-000053,7/19/2016,Atlanta,33.873569,-84.268569,10000.0,Telecommunications
Opp-000198,Acct-000028,7/19/2016,Dallas,32.800805,-96.819612,26388.0,IT Infrastructure
Opp-000199,Acct-000002,7/19/2016,Dallas,32.992076000000004,-96.930441,27768.5,Telecommunications
Opp-000200,Acct-000280,7/19/2016,Dallas,32.8084087,-96.85716500000001,19056.6,Media & Content
Opp-000201,Acct-000101,7/19/2016,Atlanta,33.808589000000005,-84.368817,24565.12,Media & Content
Opp-000202,Acct-000035,7/19/2016,Dallas,32.800805,-96.819612,26388.0,Telecommunications
Opp-000203,Acct-000050,7/19/2016,Dallas,32.800805,-96.819612,26388.0,Media & Content
Opp-000203,Acct-000050,7/19/2016,Dallas,32.787255,-96.79411800000001,15880.2,Media & Content
Opp-000204,Acct-000019,7/19/2016,Dallas,32.800805,-96.819612,26388.0,Telecommunications
Opp-000204,Acct-000019,7/19/2016,Dallas,32.787255,-96.79411800000001,15880.2,Telecommunications
Opp-000205,Acct-000404,7/20/2016,Atlanta,33.755431,-84.391561,11993.5,Telecommunications
Opp-000205,Acct-000404,7/20/2016,Atlanta,34.0399099,-84.56707929999997,34091.44,Telecommunications
Opp-000207,Acct-000972,7/19/2016,Denver,39.591309100000004,-104.8470746,23416.45,Healthcare
