ProductName,CustomerID,Date,Region,Latitude,Longitude,Price,Segment,Shipping,Customer_type,Final_price
Ipod,Acct-000038,07/8/2016,Atlanta,33.974537,-84.014576,2000.0,Gadgets,Free,Existing,2000.0
Speakers,Acct-001123,07/8/2016,Dallas,32.800805,-96.819612,5500.0,Gadgets,Paid,New,5775.0
Keyboard,Acct-000178,07/8/2016,Denver,39.6172796,-104.8997303,1000.0,Gadgets,Paid,New,1080.0
Speakers,Acct-000004,07/8/2016,Denver,39.745214,-104.996223,5500.0,Gadgets,Paid,Existing,5940.0
Speakers,Acct-000167,07/8/2016,Denver,39.74556,-104.995682,5500.0,Gadgets,Paid,Existing,5940.0
Mobiles,Acct-000004,07/8/2016,Denver,39.745214,-104.996223,15000.0,Gadgets,Paid,Existing,16200.0
Ipod,Acct-000004,07/8/2016,Denver,39.745214,-104.996223,2000.0,Gadgets,Paid,Existing,2160.0
Ipod,Acct-000004,07/8/2016,Denver,39.745214,-104.996223,2000.0,Gadgets,Paid,Existing,2160.0
Notebook,Acct-000004,07/8/2016,Denver,39.745214,-104.996223,75000.0,Gadgets,Paid,Existing,81000.0
Notebook,Acct-000957,07/8/2016,Dallas,32.871478,-96.943924,75000.0,Gadgets,Paid,New,78750.0
Keyboard,Acct-000004,07/8/2016,Denver,39.745214,-104.996223,1000.0,Gadgets,Paid,Existing,1080.0
Earphones,Acct-000004,07/8/2016,Denver,39.745214,-104.996223,2599.0,Gadgets,Paid,Existing,2806.92
Keyboard,Acct-000004,07/8/2016,Denver,39.745214,-104.996223,1000.0,Gadgets,Paid,Existing,1080.0
Mouse,Acct-000019,07/9/2016,Dallas,32.800805,-96.819612,900.0,Gadgets,Paid,Existing,945.0
Earphones,Acct-001046,07/9/2016,Dallas,32.994824,-96.752465,2599.0,Gadgets,Paid,New,2728.95
Hard Drive,Acct-000955,07/11/2016,Denver,39.74556,-104.995682,5000.0,Gadgets,Paid,New,5400.0
Mobiles,Acct-000043,07/11/2016,Atlanta,34.0354213,-84.0608807,15000.0,Gadgets,Free,Existing,15000.0
Speakers,Acct-000820,07/11/2016,Denver,39.5643596,-104.8665482,5500.0,Gadgets,Paid,Existing,5940.0
Ipod,Acct-000820,07/11/2016,Atlanta,33.73383920000001,-84.4256845,2000.0,Gadgets,Free,Existing,2000.0
Hard Drive,Acct-000442,07/11/2016,Dallas,32.7813744,-96.7808697,5000.0,Gadgets,Paid,Existing,5250.0
Mouse,Acct-000442,07/11/2016,Dallas,32.791441,-96.816037,900.0,Gadgets,Paid,Existing,945.0
Keyboard,Acct-000442,07/11/2016,Dallas,32.790442,-96.810159,1000.0,Gadgets,Paid,Existing,1050.0
Keyboard,Acct-000442,07/11/2016,Dallas,32.791441,-96.816037,1000.0,Gadgets,Paid,Existing,1050.0
Ipod,Acct-000507,07/11/2016,Denver,39.74556,-104.995682,2000.0,Gadgets,Paid,New,2160.0
Notebook,Acct-000106,07/11/2016,Atlanta,33.758884,-84.38769,75000.0,Gadgets,Free,Existing,75000.0
Ipod,Acct-000948,07/11/2016,Dallas,32.800805,-96.819612,2000.0,Gadgets,Paid,Existing,2100.0
Earphones,Acct-000036,07/11/2016,Denver,39.74805300000001,-104.905603,2599.0,Gadgets,Paid,Existing,2806.92
Ipod,Acct-000169,07/11/2016,Denver,39.74556,-104.995682,2000.0,Gadgets,Paid,New,2160.0
Hard Drive,Acct-000169,07/11/2016,Denver,39.807434,-104.987669,5000.0,Gadgets,Paid,New,5400.0
Notebook,Acct-000169,07/11/2016,Denver,39.74556,-104.995682,75000.0,Gadgets,Paid,New,81000.0
Hard Drive,Acct-000072,07/11/2016,Dallas,32.7914713,-96.8037103,5000.0,Gadgets,Paid,Existing,5250.0
Hard Drive,Acct-001124,07/11/2016,Denver,39.74576,-104.994423,5000.0,Gadgets,Paid,New,5400.0
Earphones,Acct-001124,07/11/2016,Denver,39.660966,-104.850001,2599.0,Gadgets,Paid,New,2806.92
Keyboard,Acct-001011,07/11/2016,Denver,39.7203203,-104.9525594,1000.0,Gadgets,Paid,New,1080.0
PenDrive,Acct-001011,07/11/2016,Denver,39.7595915,-104.9993214,2500.0,Gadgets,Paid,New,2700.0
Keyboard,Acct-001011,07/11/2016,Denver,39.746164,-104.981744,1000.0,Gadgets,Paid,New,1080.0
Mouse,Acct-000449,07/12/2016,Dallas,32.966302,-96.715742,900.0,Gadgets,Paid,New,945.0
Earphones,Acct-001016,07/12/2016,Dallas,32.787255,-96.794118,2599.0,Gadgets,Paid,New,2728.95
Mobiles,Acct-000063,07/12/2016,Dallas,32.8078387,-96.8576992,15000.0,Gadgets,Paid,New,15750.0
Keyboard,Acct-000056,07/12/2016,Dallas,32.999934,-96.686704,1000.0,Gadgets,Paid,Existing,1050.0
Speakers,Acct-000056,07/12/2016,Dallas,32.830009999999994,-97.04868,5500.0,Gadgets,Paid,Existing,5775.0
Hard Drive,Acct-000056,07/12/2016,Dallas,32.999934,-96.686704,5000.0,Gadgets,Paid,Existing,5250.0
Mobiles,Acct-000056,07/12/2016,Dallas,32.82278,-97.04903,15000.0,Gadgets,Paid,Existing,15750.0
Hard Drive,Acct-000439,07/12/2016,Dallas,32.800805,-96.819612,5000.0,Gadgets,Paid,New,5250.0
Mobiles,Acct-000968,07/12/2016,Dallas,32.8084087,-96.857165,15000.0,Gadgets,Paid,New,15750.0
Lan,Acct-000036,07/12/2016,Denver,39.74556,-104.995682,1200.0,Gadgets,Paid,Existing,1296.0
Lan,Acct-000312,07/12/2016,Denver,39.762776,-104.762111,1200.0,Gadgets,Paid,Existing,1296.0
Ipod,Acct-000038,07/12/2016,Atlanta,33.7871,-84.637461,2000.0,Gadgets,Free,Existing,2000.0
Hard Drive,Acct-000038,07/12/2016,Atlanta,33.78576,-84.63404,5000.0,Gadgets,Free,Existing,5000.0
Speakers,Acct-000038,07/12/2016,Atlanta,33.888726,-84.194918,5500.0,Gadgets,Free,Existing,5500.0
Ipod,Acct-000038,07/12/2016,Atlanta,33.966103000000004,-84.066763,2000.0,Gadgets,Free,Existing,2000.0
Earphones,Acct-001125,07/12/2016,Dallas,32.92630250000001,-96.9852418,2599.0,Gadgets,Paid,New,2728.95
Ipod,Acct-000013,07/12/2016,Atlanta,33.5896154,-84.5145239,2000.0,Gadgets,Free,Existing,2000.0
Ipod,Acct-000013,07/12/2016,Atlanta,33.7279946,-84.4178833,2000.0,Gadgets,Free,Existing,2000.0
Mouse,Acct-000002,07/12/2016,Atlanta,33.758884,-84.38769,900.0,Gadgets,Free,Existing,900.0
PenDrive,Acct-000002,07/13/2016,Dallas,32.7974974,-96.7800473,2500.0,Gadgets,Paid,Existing,2625.0
Lan,Acct-000002,07/13/2016,Dallas,32.8217917,-96.8736451,1200.0,Gadgets,Paid,Existing,1260.0
Lan,Acct-000002,07/13/2016,Dallas,32.7974974,-96.7800473,1200.0,Gadgets,Paid,Existing,1260.0
Lan,Acct-000002,07/13/2016,Dallas,32.8217917,-96.8736451,1200.0,Gadgets,Paid,Existing,1260.0
Keyboard,Acct-001126,07/13/2016,Dallas,33.376457,-96.5426093,1000.0,Gadgets,Paid,New,1050.0
Speakers,Acct-000224,07/14/2016,Denver,39.61318729999999,-104.8896581,5500.0,Gadgets,Paid,Existing,5940.0
Speakers,Acct-000497,07/13/2016,Denver,39.910329,-105.1495832,5500.0,Gadgets,Paid,New,5940.0
Ipod,Acct-000013,07/13/2016,Denver,39.559450700000006,-104.831897,2000.0,Gadgets,Paid,Existing,2160.0
Mouse,Acct-000699,07/13/2016,Atlanta,34.041733,-84.6056888,900.0,Gadgets,Free,New,900.0
Speakers,Acct-000009,07/14/2016,Dallas,32.787255,-96.794118,5500.0,Gadgets,Paid,Existing,5775.0
Hard Drive,Acct-000009,07/14/2016,Dallas,32.992076000000004,-96.930441,5000.0,Gadgets,Paid,Existing,5250.0
Speakers,Acct-000971,07/14/2016,Atlanta,33.755431,-84.391561,5500.0,Gadgets,Free,New,5500.0
Mouse,Acct-000971,07/14/2016,Atlanta,34.063368,-84.272632,900.0,Gadgets,Free,New,900.0
Earphones,Acct-000971,07/14/2016,Atlanta,34.063368,-84.272632,2599.0,Gadgets,Free,New,2599.0
Earphones,Acct-000971,07/14/2016,Atlanta,34.097095,-84.245812,2599.0,Gadgets,Free,New,2599.0
Mobiles,Acct-000971,07/14/2016,Atlanta,34.097095,-84.245812,15000.0,Gadgets,Free,New,15000.0
PenDrive,Acct-000971,07/14/2016,Atlanta,33.74426500000001,-84.581427,2500.0,Gadgets,Free,New,2500.0
Mobiles,Acct-000971,07/14/2016,Atlanta,34.097095,-84.245812,15000.0,Gadgets,Free,New,15000.0
Notebook,Acct-000971,07/14/2016,Atlanta,33.74426500000001,-84.581427,75000.0,Gadgets,Free,New,75000.0
Earphones,Acct-000009,07/14/2016,Dallas,33.005724,-96.736843,2599.0,Gadgets,Paid,Existing,2728.95
Ipod,Acct-000009,07/14/2016,Dallas,33.005724,-96.736843,2000.0,Gadgets,Paid,Existing,2100.0
PenDrive,Acct-000188,07/14/2016,Atlanta,33.7616219,-84.3911416,2500.0,Gadgets,Free,New,2500.0
Mouse,Acct-000143,07/14/2016,Dallas,32.8879831,-96.9400461,900.0,Gadgets,Paid,New,945.0
Lan,Acct-000143,07/14/2016,Dallas,32.782501,-96.796669,1200.0,Gadgets,Paid,New,1260.0
Keyboard,Acct-000067,07/14/2016,Dallas,32.800805,-96.819612,1000.0,Gadgets,Paid,Existing,1050.0
Ipod,Acct-000970,07/14/2016,Dallas,32.992076000000004,-96.930441,2000.0,Gadgets,Paid,New,2100.0
Mouse,Acct-000970,07/14/2016,Dallas,32.812638,-96.838048,900.0,Gadgets,Paid,New,945.0
Mouse,Acct-000973,07/14/2016,Atlanta,33.755431,-84.391561,900.0,Gadgets,Free,New,900.0
PenDrive,Acct-000973,07/14/2016,Atlanta,33.831659,-84.3401577,2500.0,Gadgets,Free,New,2500.0
Ipod,Acct-001127,07/14/2016,Denver,39.5643596,-104.8665482,2000.0,Gadgets,Paid,New,2160.0
Earphones,Acct-001127,07/14/2016,Denver,39.538368,-104.946279,2599.0,Gadgets,Paid,New,2806.92
Mobiles,Acct-000424,07/14/2016,Dallas,32.994824,-96.752465,15000.0,Gadgets,Paid,New,15750.0
Mobiles,Acct-000424,07/14/2016,Dallas,32.994824,-96.752465,15000.0,Gadgets,Paid,New,15750.0
Keyboard,Acct-000346,07/14/2016,Denver,39.74556,-104.995682,1000.0,Gadgets,Paid,Existing,1080.0
Speakers,Acct-000346,07/14/2016,Denver,39.660966,-104.850001,5500.0,Gadgets,Paid,Existing,5940.0
Hard Drive,Acct-000768,07/14/2016,Atlanta,33.7775391,-84.42146109999999,5000.0,Gadgets,Free,Existing,5000.0
Mobiles,Acct-000768,07/14/2016,Atlanta,33.7775391,-84.42146109999999,15000.0,Gadgets,Free,Existing,15000.0
Mouse,Acct-000094,07/14/2016,Denver,39.5500631,-105.0342579,900.0,Gadgets,Paid,New,972.0
Speakers,Acct-000094,07/14/2016,Denver,39.5500631,-105.0342579,5500.0,Gadgets,Paid,New,5940.0
Mobiles,Acct-000039,07/14/2016,Denver,39.745886,-104.9794996,15000.0,Gadgets,Paid,Existing,16200.0
Hard Drive,Acct-000039,07/14/2016,Denver,39.562332,-104.82681,5000.0,Gadgets,Paid,Existing,5400.0
Hard Drive,Acct-000039,07/14/2016,Denver,39.745886,-104.9794996,5000.0,Gadgets,Paid,Existing,5400.0
PenDrive,Acct-000039,07/14/2016,Denver,39.60038400000001,-104.891084,2500.0,Gadgets,Paid,Existing,2700.0
Earphones,Acct-000768,07/14/2016,Atlanta,33.7775391,-84.42146109999999,2599.0,Gadgets,Free,Existing,2599.0
PenDrive,Acct-000768,07/14/2016,Atlanta,33.7775391,-84.42146109999999,2500.0,Gadgets,Free,Existing,2500.0
Keyboard,Acct-000768,07/14/2016,Atlanta,33.7775391,-84.42146109999999,1000.0,Gadgets,Free,Existing,1000.0
Hard Drive,Acct-000768,07/14/2016,Atlanta,33.7775391,-84.42146109999999,5000.0,Gadgets,Free,Existing,5000.0
Speakers,Acct-000002,07/15/2016,Denver,39.750939,-104.996504,5500.0,Gadgets,Paid,Existing,5940.0
Earphones,Acct-000004,07/15/2016,Denver,39.745214,-104.996223,2599.0,Gadgets,Paid,Existing,2806.92
Keyboard,Acct-000004,07/15/2016,Denver,39.745214,-104.996223,1000.0,Gadgets,Paid,Existing,1080.0
Earphones,Acct-000004,07/15/2016,Denver,39.745214,-104.996223,2599.0,Gadgets,Paid,Existing,2806.92
Ipod,Acct-000004,07/15/2016,Denver,39.745214,-104.996223,2000.0,Gadgets,Paid,Existing,2160.0
PenDrive,Acct-000004,07/15/2016,Denver,39.745214,-104.996223,2500.0,Gadgets,Paid,Existing,2700.0
Hard Drive,Acct-000255,07/15/2016,Dallas,32.807183,-96.868566,5000.0,Gadgets,Paid,New,5250.0
Earphones,Acct-000255,07/15/2016,Dallas,32.800805,-96.819612,2599.0,Gadgets,Paid,New,2728.95
Mobiles,Acct-000004,07/15/2016,Denver,39.745214,-104.996223,15000.0,Gadgets,Paid,Existing,16200.0
Lan,Acct-000768,07/15/2016,Atlanta,33.7775391,-84.42146109999999,1200.0,Gadgets,Free,Existing,1200.0
Hard Drive,Acct-000777,07/15/2016,Denver,39.6313432,-104.9019738,5000.0,Gadgets,Paid,New,5400.0
Ipod,Acct-000768,07/15/2016,Atlanta,33.7775391,-84.42146109999999,2000.0,Gadgets,Free,Existing,2000.0
Ipod,Acct-000995,07/15/2016,Dallas,32.98445,-96.7572139,2000.0,Gadgets,Paid,Existing,2100.0
Lan,Acct-000995,07/15/2016,Dallas,32.992076000000004,-96.930441,1200.0,Gadgets,Paid,Existing,1260.0
Speakers,Acct-000013,07/15/2016,Atlanta,33.74426500000001,-84.581427,5500.0,Gadgets,Free,Existing,5500.0
Mouse,Acct-000995,07/15/2016,Dallas,32.98445,-96.7572139,900.0,Gadgets,Paid,Existing,945.0
Keyboard,Acct-000995,07/15/2016,Dallas,32.98445,-96.7572139,1000.0,Gadgets,Paid,Existing,1050.0
Mobiles,Acct-000995,07/15/2016,Dallas,32.992076000000004,-96.930441,15000.0,Gadgets,Paid,Existing,15750.0
Notebook,Acct-000153,07/15/2016,Dallas,32.800805,-96.819612,75000.0,Gadgets,Paid,New,78750.0
Keyboard,Acct-000953,07/15/2016,Dallas,33.064858,-96.810993,1000.0,Gadgets,Paid,New,1050.0
Lan,Acct-000002,07/15/2016,Denver,39.5873873,-104.876543,1200.0,Gadgets,Paid,Existing,1296.0
Lan,Acct-001128,07/15/2016,Denver,39.820293,-104.987433,1200.0,Gadgets,Paid,New,1296.0
Earphones,Acct-000004,07/15/2016,Denver,39.745214,-104.996223,2599.0,Gadgets,Paid,Existing,2806.92
Keyboard,Acct-000004,07/15/2016,Denver,39.745214,-104.996223,1000.0,Gadgets,Paid,Existing,1080.0
Mobiles,Acct-000004,07/15/2016,Denver,39.745214,-104.996223,15000.0,Gadgets,Paid,Existing,16200.0
Ipod,Acct-000255,07/15/2016,Dallas,32.807183,-96.868566,2000.0,Gadgets,Paid,New,2100.0
Mobiles,Acct-000255,07/15/2016,Dallas,32.807183,-96.868566,15000.0,Gadgets,Paid,New,15750.0
Keyboard,Acct-000255,07/15/2016,Dallas,32.807183,-96.868566,1000.0,Gadgets,Paid,New,1050.0
Earphones,Acct-000229,07/16/2016,Atlanta,33.7616219,-84.3911416,2599.0,Gadgets,Free,New,2599.0
Speakers,Acct-000963,07/16/2016,Atlanta,33.758884,-84.38769,5500.0,Gadgets,Free,New,5500.0
Lan,Acct-000963,07/16/2016,Atlanta,33.758884,-84.38769,1200.0,Gadgets,Free,New,1200.0
Notebook,Acct-000102,07/16/2016,Dallas,32.98445,-96.7572139,75000.0,Gadgets,Paid,Existing,78750.0
Ipod,Acct-000102,07/16/2016,Dallas,32.800805,-96.819612,2000.0,Gadgets,Paid,Existing,2100.0
Ipod,Acct-000102,07/16/2016,Dallas,32.992076000000004,-96.930441,2000.0,Gadgets,Paid,Existing,2100.0
